Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Profession_Encoded
1108189,41,6,0,0,0,6,10,26
7492021,55,19,0,0,0,4,13,16
4871820,37,12,0,0,0,10,10,15
6487755,78,12,1,2,0,6,11,11
3160585,42,10,0,0,0,8,10,16
1723072,75,4,0,2,0,4,13,25
4929593,45,4,0,0,1,4,12,37
394382,64,6,0,0,1,6,13,0
1127903,74,15,0,0,1,3,12,8
2946626,77,17,0,0,1,12,14,37
6307225,57,11,0,0,1,8,12,47
4461589,76,13,1,0,1,9,11,3
74741,59,14,0,0,1,6,11,9
6711469,43,19,0,0,0,6,12,24
7567364,58,15,0,0,1,4,11,23
1045513,40,2,0,1,0,2,14,11
9749313,72,17,0,0,1,14,11,13
7238880,29,7,0,0,0,7,10,17
7731935,25,3,0,1,1,3,13,26
718057,59,19,0,0,0,4,11,21
1500779,59,14,0,0,1,5,13,33
2832554,31,7,1,0,0,7,12,32
4939745,39,6,0,0,1,3,11,38
8603352,43,12,0,0,0,4,10,8
3539122,28,11,0,0,0,4,13,40
7094180,52,10,0,0,0,6,13,29
6147575,41,15,0,0,1,4,12,7
1882143,45,19,0,0,1,4,14,5
1818040,54,1,0,0,0,1,14,25
1020861,42,17,0,0,0,7,14,7
4821655,48,10,0,0,0,10,11,42
4461356,25,20,1,0,0,5,14,38
779324,45,20,0,0,0,4,10,38
8323780,62,8,0,0,1,5,14,49
6269757,61,6,0,0,0,6,12,11
4675903,36,16,0,0,0,14,12,49
223993,54,7,0,0,0,7,11,14
6685208,76,17,0,0,0,14,13,43
116617,62,15,0,0,0,14,11,23
1020861,42,17,0,0,0,7,14,7
3533484,47,6,0,0,0,6,12,15
3160585,42,10,0,0,0,8,10,16
3377412,65,9,0,0,0,7,13,45
8248454,64,8,0,0,0,8,14,45
5899176,38,15,0,0,1,13,10,37
926842,26,10,0,2,0,10,12,21
5079641,47,17,0,0,0,11,14,49
1888040,43,2,1,0,0,2,13,10
4334000,36,4,0,0,0,4,11,3
6488496,46,2,0,0,0,2,10,35
2741381,35,17,0,0,0,3,14,17
9741513,32,11,0,2,1,10,14,15
1857595,26,19,0,0,0,12,13,37
3750846,26,7,0,0,1,4,14,49
859890,30,2,0,0,1,2,11,23
5777068,57,0,0,0,0,0,11,40
1857555,39,18,0,0,0,14,10,30
9422148,43,16,0,0,1,12,12,42
2710720,53,13,0,0,1,7,10,15
4320824,63,11,0,0,1,7,10,50
4574793,32,20,0,0,0,6,11,50
1507197,32,6,0,0,1,5,11,12
8354694,78,0,0,0,0,0,10,47
118668,73,13,0,0,0,5,13,16
2016533,77,11,0,0,0,5,13,19
3671761,29,18,0,0,1,3,14,39
9867260,43,12,0,0,0,8,13,1
1932556,56,15,0,0,0,4,13,23
4264991,53,6,0,0,0,6,12,50
9063924,47,19,0,0,0,9,11,6
3802714,71,16,0,0,0,8,13,4
2229331,79,6,0,0,1,6,11,44
2716181,76,8,0,0,0,8,11,37
1169439,64,11,0,2,1,4,13,22
8854489,36,18,0,0,0,13,14,22
7359576,75,17,0,2,0,14,14,30
3883838,62,19,0,0,0,13,13,15
9591777,40,7,0,0,0,7,11,2
6814983,51,18,0,0,0,14,11,4
978225,72,0,0,0,1,0,13,35
1100548,49,3,0,0,1,3,10,19
1355758,35,10,0,0,0,10,12,25
2541624,32,15,0,0,0,3,12,7
5829652,25,7,0,2,0,7,11,47
552671,76,17,0,0,1,13,11,12
2074419,37,1,0,0,0,1,11,16
4595184,26,12,1,0,1,3,11,17
2295033,71,12,0,0,0,10,11,28
6029688,76,16,0,2,1,14,13,17
4727841,52,8,0,0,0,8,12,41
555482,32,12,0,0,0,9,11,18
3391314,27,1,0,2,0,1,10,2
4114765,50,20,0,0,0,12,10,7
3411758,35,20,0,0,1,4,12,14
4934048,76,3,0,1,0,3,10,0
1543486,44,7,0,0,0,5,13,49
8753453,52,14,0,0,0,7,11,2
3047442,46,12,0,0,0,12,13,21
3597057,54,13,0,0,0,5,10,26
3201383,51,10,0,0,0,7,13,7
4974476,43,18,0,0,0,3,10,46
7962325,61,17,0,0,0,12,12,24
1802514,61,0,0,0,0,0,14,23
630763,36,17,1,0,0,13,13,7
2627048,30,11,0,0,1,3,13,25
2421029,48,13,0,0,0,5,10,24
411017,49,0,0,1,0,0,14,38
8666033,52,1,1,0,0,1,12,3
2071504,31,5,0,0,0,5,10,11
6394243,39,13,0,2,0,13,13,46
8332969,51,16,0,0,0,13,13,9
1569187,39,5,0,0,0,4,13,8
6044042,22,3,0,0,1,3,10,13
902071,63,4,0,0,0,4,12,27
25331,73,5,1,0,1,5,10,29
371671,34,6,0,0,0,6,12,43
2822666,31,0,0,0,1,0,11,15
2315037,57,6,0,0,0,4,11,9
3157162,48,11,0,0,0,7,14,5
4076091,33,16,0,0,0,10,13,34
1929764,45,5,0,0,0,3,12,2
1434960,26,0,0,0,0,0,14,39
4273001,62,14,0,1,1,14,14,3
2229331,79,6,0,0,1,6,11,44
3417564,52,18,0,0,0,10,14,4
2566021,39,17,1,0,0,3,10,26
2881888,61,4,0,0,1,4,14,40
7995065,48,15,0,0,0,11,11,36
2940425,77,16,0,0,1,7,10,8
5069739,40,1,0,0,0,1,11,22
1989746,43,12,0,0,1,4,14,14
854406,68,13,0,0,0,7,12,44
9423566,49,7,0,0,1,3,14,12
901466,45,15,0,0,1,8,13,15
5094847,72,17,0,0,0,4,13,35
7018222,74,13,0,0,1,5,11,5
1114427,73,9,0,0,1,9,13,36
569103,35,20,0,0,1,3,14,33
3470076,44,15,0,0,0,11,12,5
2204102,22,17,0,0,0,7,12,38
3208322,55,18,0,0,0,8,12,25
8714860,46,18,0,0,0,5,10,11
2605652,55,20,0,2,0,9,14,37
3711307,22,20,0,0,1,10,12,27
2765920,34,11,0,0,0,4,10,42
490369,23,7,0,0,1,6,14,16
874579,47,9,0,0,0,7,12,9
1816526,30,13,0,0,1,12,11,30
8374247,25,20,0,1,0,4,11,28
75855,33,17,0,0,0,12,11,41
7177631,70,14,0,0,0,12,14,10
5073397,41,9,0,0,0,4,12,42
4910728,44,3,1,0,0,3,12,39
3740856,34,18,0,0,0,8,14,31
1362373,21,0,0,0,0,0,10,37
1929764,45,5,0,0,0,3,12,2
9259060,54,16,0,0,1,10,14,24
4585748,25,11,0,0,0,9,12,34
549476,47,1,0,0,0,1,10,28
8692332,61,3,0,0,0,3,13,30
7064604,74,3,0,0,0,3,12,44
5483551,65,1,0,0,0,1,10,49
706221,44,9,0,0,0,9,13,47
1198501,62,19,0,0,0,13,11,27
2361934,78,0,1,0,1,0,12,25
6130465,25,16,0,0,0,3,11,30
9737452,41,1,1,0,0,1,12,9
429827,35,2,0,0,0,2,14,11
8521702,40,15,0,0,1,10,10,4
6925358,73,19,0,0,0,3,12,25
2609277,48,5,0,0,0,5,12,13
7692135,40,1,0,0,1,1,12,36
3123209,53,16,0,0,1,3,10,14
9237595,53,6,0,0,0,5,11,29
1185656,29,8,0,1,1,8,12,5
1435004,50,2,0,0,1,2,14,31
4390992,66,9,0,0,0,9,14,36
2859480,30,14,0,2,0,10,12,40
9179456,43,15,0,0,0,7,11,46
6055718,30,4,0,0,0,4,10,16
652702,30,11,0,0,0,11,12,18
2391997,69,19,0,0,0,6,11,5
5675460,48,6,1,0,0,6,10,33
9006360,35,20,0,0,0,6,14,36
1888040,43,2,1,0,0,2,13,10
4470114,52,15,0,0,0,3,13,0
4592797,66,20,0,0,0,13,11,17
2453112,34,6,0,0,0,6,14,31
4301546,66,12,0,0,1,8,11,16
3741163,52,2,0,0,1,2,14,41
9685699,62,6,0,0,0,6,10,14
1077795,29,1,0,0,0,1,14,46
1909194,37,0,1,0,0,0,14,11
2480658,38,16,0,0,0,13,13,22
8964846,23,12,0,0,0,5,13,38
1171826,44,8,0,0,0,8,11,42
6683083,69,1,1,0,0,1,12,45
2486403,30,1,0,0,1,1,14,26
1041253,64,16,0,0,0,10,14,47
5809456,72,16,0,0,1,4,10,36
7151565,58,13,1,0,0,13,12,26
4912024,63,20,0,0,1,4,14,11
2297128,30,6,0,0,1,6,13,42
1966230,73,4,0,0,0,4,13,39
2758097,31,19,0,0,0,3,13,9
6608267,79,6,0,1,0,6,10,49
2259654,42,2,0,0,0,2,10,23
6495012,30,10,0,0,0,10,12,32
2926190,71,0,0,0,0,0,14,14
1315106,62,5,0,0,0,5,12,0
7483947,59,16,0,0,0,14,11,50
5644743,33,19,1,0,0,10,13,9
6884683,22,2,1,0,0,2,10,25
332177,70,20,0,0,0,7,13,50
2917765,47,9,0,0,0,9,14,19
2177728,29,7,1,0,1,7,14,34
2909502,27,18,0,0,0,4,11,14
3038311,46,13,0,0,0,12,12,4
881669,57,20,0,0,0,12,14,14
3001816,30,8,0,0,0,8,11,18
7450646,55,19,0,0,1,4,10,35
9148752,56,11,0,0,1,6,10,43
5190338,50,9,0,0,0,6,13,7
1821438,26,0,0,0,1,0,12,18
2859480,30,14,0,2,0,10,12,40
909768,28,4,0,0,0,4,12,43
7462582,72,12,0,0,0,12,10,48
3455508,34,6,0,0,0,6,10,10
2150637,62,18,0,0,1,10,10,33
1963558,36,15,0,0,1,7,13,31
338634,72,13,0,0,1,8,12,41
6428225,28,20,0,0,0,7,14,47
1920103,31,6,0,0,0,6,12,16
9885445,59,12,0,0,0,8,12,44
6793519,57,6,0,0,0,6,11,13
3763440,43,0,0,0,0,0,11,20
831249,75,8,0,0,0,8,11,13
6184253,42,20,0,0,0,12,13,48
6253358,70,10,0,0,1,7,11,12
179438,47,4,0,0,1,4,13,16
8224128,50,17,0,0,1,5,11,23
4082084,36,8,0,2,1,4,10,2
8195887,79,16,0,0,0,14,13,20
9390849,25,10,1,0,1,10,13,9
5992148,65,16,0,0,0,8,11,18
5294136,72,15,0,0,0,7,12,39
4995211,68,9,0,0,0,9,11,32
4590909,27,14,0,2,0,8,14,25
243245,68,19,0,0,0,14,12,41
8382400,76,18,0,0,1,4,13,35
862841,77,7,0,0,0,7,14,28
3958023,39,19,0,0,0,5,11,20
3545686,37,9,0,0,0,6,11,17
1589605,46,13,0,0,0,9,10,38
8448595,32,13,0,2,0,3,13,21
7257927,75,18,0,0,0,10,13,20
3456424,76,8,0,0,0,8,13,24
1753313,60,17,0,0,0,14,10,28
1033977,57,1,0,2,0,1,10,39
838945,61,9,0,0,1,3,12,34
2359728,66,14,0,0,0,3,14,35
6929177,65,3,0,0,1,3,12,21
7018599,53,0,0,0,0,0,13,24
1035064,66,6,0,0,0,6,11,46
2822929,29,5,0,0,1,5,10,48
9264415,51,10,0,0,1,10,11,14
5599895,21,13,0,0,0,9,10,7
6577271,51,19,0,0,0,10,10,13
2265601,72,16,0,0,0,5,12,36
4501238,35,3,0,0,1,3,11,13
8652632,79,6,0,0,1,6,10,18
1956633,23,13,0,0,0,13,12,45
1067814,67,9,1,0,0,9,10,18
7851638,51,9,0,0,0,9,12,6
1680177,33,18,0,2,0,6,11,35
2117384,77,4,1,1,0,3,10,40
1085710,72,12,0,0,0,9,10,29
7517800,76,12,0,2,1,12,11,48
1013103,72,12,0,0,0,3,14,24
6543150,29,19,0,0,1,8,11,4
5888261,78,6,0,0,0,3,10,14
2280615,74,1,0,1,0,1,14,47
1319255,34,15,0,0,0,14,13,10
5625416,61,6,0,0,0,6,14,31
196730,41,15,0,0,1,14,10,24
601404,47,20,0,0,0,8,10,44
3000624,78,3,0,2,0,3,11,32
1624194,28,6,0,0,0,3,12,2
940069,39,12,0,0,0,11,12,43
3748391,38,14,0,2,0,10,10,24
1872855,79,16,0,0,0,4,13,18
6250439,65,14,0,0,1,10,14,4
3758841,76,8,0,0,0,8,13,13
9612896,30,9,0,0,1,5,14,43
46750,33,13,0,0,1,10,11,20
9225468,54,14,0,0,0,8,10,24
4069278,28,14,1,0,0,13,10,1
1638680,27,11,0,1,0,10,12,43
7377482,31,5,0,0,1,5,10,22
6536145,39,0,0,2,0,0,11,8
8435296,38,11,0,0,0,3,10,19
7065702,42,20,0,0,0,9,14,20
1832053,63,14,1,0,1,7,14,50
3075503,32,17,0,0,0,3,13,5
9728879,30,5,0,0,1,5,12,26
8318998,59,8,0,0,0,8,14,3
779324,45,20,0,0,0,4,10,38
4801823,77,11,1,0,0,11,11,20
5462549,50,4,1,0,0,4,14,31
8458276,55,17,0,0,1,6,10,4
8030284,65,6,0,0,0,6,12,30
76353,45,6,0,0,1,6,13,30
3642033,32,17,0,0,0,7,11,21
2822867,52,16,0,0,0,6,14,26
6045182,78,6,0,0,0,6,12,49
989716,43,13,0,0,0,12,10,25
893850,73,2,0,0,1,2,13,33
151700,33,20,0,0,0,6,13,3
660630,70,1,0,0,1,1,10,18
8503714,38,2,1,0,0,2,10,22
7326603,28,14,0,0,0,13,11,22
9601253,51,15,0,0,0,10,11,3
6165156,28,7,1,2,0,7,13,20
1415711,40,5,0,0,0,5,10,31
7325901,74,12,0,0,1,12,13,5
555485,31,15,0,0,1,12,11,5
1604428,66,20,0,0,0,12,14,14
622010,65,8,0,0,0,8,13,11
6555861,38,10,0,0,0,10,13,32
9272378,23,7,1,0,0,7,10,19
678684,67,1,0,0,0,1,10,5
3714943,36,12,0,0,0,8,12,13
9684725,42,8,0,0,0,3,13,20
5136629,76,6,1,0,0,6,13,26
11114,73,19,0,0,0,4,14,24
5462549,50,4,1,0,0,4,14,31
3367317,41,13,0,0,0,9,10,29
4305317,75,6,0,0,0,6,12,37
2859501,61,16,1,0,0,7,10,32
1677789,74,7,0,0,0,7,10,33
911309,69,12,0,0,0,9,13,1
140981,36,17,0,0,1,9,12,11
775331,39,3,0,0,1,3,13,37
1951736,72,12,0,0,1,11,11,18
7784617,53,7,1,0,0,6,13,47
4128579,52,15,1,0,0,13,13,19
2244337,26,6,0,0,1,6,12,9
1739039,33,19,0,0,0,10,13,28
4164155,24,2,0,1,0,2,13,4
3243092,66,15,0,0,0,5,14,41
8454331,61,3,1,0,0,3,11,19
3689673,43,11,0,0,0,11,13,29
7239804,38,9,0,0,0,9,11,0
1498803,72,9,0,0,1,6,14,41
1134496,77,3,0,0,0,3,10,37
1562434,31,14,0,0,0,10,11,41
8949796,66,0,0,0,1,0,12,44
462698,31,7,0,0,0,5,13,43
4703725,37,6,0,0,0,6,10,47
2974371,33,8,0,0,1,8,12,2
7992060,44,15,0,0,0,4,11,28
140516,29,19,0,0,0,14,10,3
5565020,21,6,1,0,0,6,13,7
2477727,63,15,0,0,0,7,12,49
5920246,75,13,0,0,1,13,13,41
8397031,54,12,0,0,0,10,12,12
678684,67,1,0,0,0,1,10,5
9783770,68,4,0,0,0,4,10,26
5899830,77,4,0,0,0,4,14,19
7793212,27,19,0,0,0,13,11,37
223993,54,7,0,0,0,7,11,14
9360376,39,4,0,0,1,4,14,24
1658597,36,11,0,2,0,4,10,42
1623774,38,0,0,0,1,0,12,47
4488415,33,15,0,0,0,7,11,50
2748810,71,2,0,0,0,2,10,7
912294,62,12,0,0,1,7,12,10
4816886,56,12,1,0,0,7,13,30
3148579,45,9,0,0,0,9,10,0
757360,76,16,0,0,0,7,10,34
5408156,77,2,0,0,0,2,14,48
603307,46,12,1,0,1,12,10,39
801022,22,10,0,0,0,8,14,35
5354632,75,19,0,0,0,8,10,2
1678997,47,20,0,0,0,12,13,30
4485310,49,7,1,0,0,7,14,5
784515,79,16,1,0,0,10,12,5
842194,27,16,0,0,0,10,11,6
2182490,48,6,0,0,0,6,11,40
3308198,76,10,0,0,1,4,14,27
4953724,36,15,0,0,0,4,11,9
3802122,54,17,0,0,1,4,10,10
3543581,41,9,0,0,0,9,14,7
4859616,73,6,0,0,0,6,12,30
2301024,51,11,0,0,1,7,11,21
609522,72,2,0,0,0,2,12,40
960205,66,16,0,0,0,7,11,36
6471065,68,10,0,2,1,5,14,7
3883838,62,19,0,0,0,13,13,15
340023,45,19,0,0,0,5,10,50
249273,33,18,0,0,0,9,14,6
163900,61,7,0,0,0,5,14,27
8956550,22,4,0,0,0,4,11,28
7895335,34,17,0,0,0,5,11,17
1753313,60,17,0,0,0,14,10,28
1406855,42,4,0,0,0,4,12,26
9944986,30,7,0,0,0,7,13,20
4942327,51,1,0,0,0,1,11,15
3328698,60,1,0,0,0,1,11,33
3843088,44,10,0,0,1,6,10,19
229131,76,10,0,0,0,10,13,13
422892,59,7,0,0,1,7,10,47
46750,33,13,0,0,1,10,11,20
3565306,68,0,0,0,1,0,14,8
3643652,56,2,0,0,0,2,10,47
974413,35,1,0,0,0,1,14,29
3784689,39,7,1,0,0,7,11,9
6374359,30,14,0,0,1,6,13,23
3784689,39,7,1,0,0,7,11,9
9806306,78,15,0,0,1,4,12,23
6693633,34,0,0,0,0,0,12,12
1369359,22,19,0,1,1,9,12,3
3618525,25,1,0,0,1,1,10,3
6868657,40,9,1,0,0,9,11,9
2672719,67,16,0,0,0,14,10,15
8600434,71,11,0,0,0,7,13,9
1565345,37,5,0,0,0,4,14,6
6090357,72,3,0,0,1,3,14,3
1872855,79,16,0,0,0,4,13,18
5970769,33,13,0,0,0,13,10,24
827855,41,15,0,0,0,8,13,39
625582,27,9,0,0,0,6,10,35
3157162,48,11,0,0,0,7,14,5
1960045,62,5,0,0,0,5,13,43
8030487,62,3,0,0,0,3,13,17
6200661,40,3,0,0,0,3,10,45
5354632,75,19,0,0,0,8,10,2
9261400,40,17,0,0,0,10,12,35
1185014,23,5,0,0,0,5,13,5
1050149,33,5,0,0,0,5,13,20
7316171,57,7,0,0,0,7,13,10
7239804,38,9,0,0,0,9,11,0
7995055,70,11,0,0,1,6,14,22
228131,30,5,0,0,0,5,12,40
6614108,41,4,0,2,1,4,14,37
1857595,26,19,0,0,0,12,13,37
7469378,62,0,0,0,1,0,10,21
3529385,73,18,0,2,0,14,11,12
8986429,70,9,0,0,0,9,12,11
1680248,72,13,0,0,0,7,11,40
98356,50,4,0,0,1,4,13,3
7800702,74,16,0,0,0,8,12,3
4073521,36,2,0,0,0,2,12,12
9855166,72,5,1,0,1,5,13,8
6710324,25,0,0,0,1,0,10,13
9337934,67,16,0,1,0,4,13,37
2256811,77,4,0,0,1,4,14,48
6254644,69,11,0,0,1,7,10,7
6401077,54,0,0,0,0,0,11,13
4658830,45,11,0,0,1,8,10,42
429827,35,2,0,0,0,2,14,11
5683730,47,8,0,1,0,7,14,24
5605985,57,12,0,0,0,3,11,6
2153305,21,11,0,0,1,11,14,42
7512519,74,19,0,0,0,3,12,7
1072440,29,15,0,0,0,6,12,22
4341286,75,1,0,0,0,1,13,11
6767468,21,3,1,0,0,3,11,8
2724690,56,1,0,0,1,1,12,12
80603,58,12,0,0,1,12,13,44
332177,70,20,0,0,0,7,13,50
315735,37,3,0,0,0,3,10,35
2092893,50,2,0,0,1,2,11,28
9594719,59,6,0,0,0,6,12,14
3154685,27,1,0,0,0,1,12,18
8531817,36,18,0,0,1,14,14,6
7942966,51,6,0,0,1,4,12,21
9656322,56,15,0,0,1,7,11,32
6422454,71,5,0,0,0,3,11,28
9720988,36,16,0,0,0,9,14,27
2217272,37,10,0,0,0,10,11,32
2806423,41,18,0,0,1,6,10,15
5749530,46,13,0,1,0,3,14,47
8390825,30,11,0,0,0,7,10,50
9166150,30,9,0,0,0,7,12,16
6391586,37,9,0,0,0,9,12,34
8087598,44,18,0,0,0,14,11,20
3218377,66,15,0,0,0,7,14,43
116617,62,15,0,0,0,14,11,23
4691275,56,6,1,0,0,6,13,9
5679523,43,8,0,0,0,8,11,4
4853459,21,4,0,1,0,4,13,13
6520687,63,7,0,1,0,5,10,45
2564409,29,13,0,0,1,7,12,17
1950853,54,6,0,0,0,6,14,25
9820098,49,9,0,2,0,9,13,50
5388842,79,4,0,0,0,4,12,10
2620497,39,6,1,1,0,4,12,21
8785845,69,8,0,0,0,6,14,30
6765766,71,2,0,0,0,2,13,24
1442794,35,20,1,0,0,10,10,31
3735931,69,15,0,0,0,14,13,11
4295693,52,13,0,0,0,6,13,9
2802877,70,14,0,0,0,10,11,7
9602188,26,19,0,0,1,10,10,16
53886,72,12,0,0,1,12,10,22
9366699,67,8,0,0,0,4,13,32
1543486,44,7,0,0,0,5,13,49
3370529,54,10,0,0,1,10,12,13
90950,69,8,1,0,1,8,10,31
3983496,76,1,0,0,0,1,12,43
2617628,46,1,0,0,0,1,11,6
2322708,25,5,1,0,0,5,12,20
2124600,68,9,0,0,1,6,12,43
6821441,27,13,0,0,0,7,11,4
8235595,66,6,0,1,0,6,12,22
5607767,39,4,0,0,1,3,11,36
8245315,30,12,0,0,0,4,11,5
8723251,54,15,0,0,1,13,12,28
5456621,60,16,0,0,0,9,13,16
1898950,26,7,0,0,0,7,13,16
9437993,77,11,0,2,0,11,14,42
3350415,29,9,0,0,0,6,12,29
2326366,60,15,0,0,1,11,10,35
8426506,68,1,0,0,1,1,12,47
7946836,35,16,0,0,0,12,12,42
1011437,74,2,1,0,1,2,14,44
9885445,59,12,0,0,0,8,12,44
8254699,41,15,0,0,0,5,13,14
5169846,54,13,0,0,0,5,10,5
2748810,71,2,0,0,0,2,10,7
3291384,42,4,0,0,0,4,12,4
8406226,62,19,1,0,0,7,13,35
8012134,48,0,0,0,0,0,10,41
3245048,38,8,0,0,1,8,13,45
931235,71,0,0,0,0,0,13,1
600473,24,11,0,0,0,6,14,16
5497030,35,19,0,2,0,11,10,44
3942882,77,18,0,0,0,4,10,35
2681632,71,13,0,0,1,4,12,0
3994234,72,18,0,0,0,4,13,37
9086933,55,7,0,0,0,7,13,25
7884720,62,18,0,0,0,11,14,45
685679,35,10,0,0,0,10,11,47
601404,47,20,0,0,0,8,10,44
3740856,34,18,0,0,0,8,14,31
3203534,52,9,1,0,0,6,10,35
6758342,33,3,0,0,0,3,11,36
90178,76,9,0,0,0,9,11,2
3736039,38,20,0,0,0,4,14,26
4871299,40,16,0,0,0,6,13,47
8898785,67,10,0,0,0,10,12,8
1923707,40,16,0,0,0,4,12,22
3093599,45,10,0,0,1,4,13,2
11695,76,1,0,2,0,1,13,1
5793667,64,16,0,0,1,13,11,21
3455508,34,6,0,0,0,6,10,10
6254644,69,11,0,0,1,7,10,7
624985,47,11,0,0,0,6,11,4
2943970,24,10,0,0,1,10,10,24
3346408,58,7,0,2,1,3,12,39
5118418,57,18,0,0,0,10,13,43
6386403,31,10,0,0,0,10,14,49
9425863,69,19,0,0,0,4,11,45
2467224,35,3,0,0,0,3,11,1
5539169,30,6,1,0,0,6,13,36
3695762,36,9,0,0,1,8,13,16
2149801,31,7,0,0,0,7,13,38
1851974,67,8,0,0,0,4,12,7
540187,32,17,0,0,0,8,12,32
979926,61,14,0,0,1,7,11,0
2062048,50,3,0,0,1,3,11,35
8407932,26,14,0,0,1,6,11,5
1429614,73,6,0,0,1,6,14,36
675893,46,7,0,0,0,6,11,49
1847709,44,3,0,0,1,3,12,39
8036356,44,7,0,0,0,7,13,38
7359458,29,3,0,0,0,3,14,11
3711494,63,6,0,0,1,6,14,39
5569061,24,4,0,0,0,4,12,6
7069940,74,14,0,0,0,12,14,50
6681037,56,15,0,0,0,13,12,20
4901643,42,5,0,0,1,5,11,19
3952093,57,7,0,0,0,7,10,0
5467538,32,19,0,0,1,13,12,15
612456,54,16,0,0,0,9,11,21
1865492,39,16,0,0,0,7,14,40
3247184,70,17,0,0,1,13,10,1
7907929,31,20,0,0,0,12,11,50
754974,32,9,0,0,0,9,13,50
1871076,52,18,0,0,0,3,10,26
2620497,39,6,1,1,0,4,12,21
1950853,54,6,0,0,0,6,14,25
8863428,74,5,0,0,0,5,14,48
5523182,41,16,0,0,1,7,12,0
7922894,22,9,0,0,1,8,11,17
1061632,75,6,0,0,1,6,10,0
248099,56,9,0,0,0,7,12,0
4613126,65,18,0,0,1,6,11,11
3635076,31,0,0,2,0,0,10,8
1678997,47,20,0,0,0,12,13,30
2570688,46,9,0,0,0,9,11,32
5429327,37,12,0,0,0,10,11,21
8215558,43,1,0,0,1,1,13,24
1230389,33,18,0,0,1,9,10,46
9791269,51,7,0,0,0,6,10,42
3218946,25,0,0,0,0,0,11,4
9304920,44,6,0,0,0,6,11,14
6735646,57,8,0,0,0,8,14,17
5554078,70,1,0,0,0,1,11,29
2092479,78,12,0,0,0,6,10,47
429827,35,2,0,0,0,2,14,11
9518593,71,6,0,0,0,6,13,26
5659276,66,19,0,0,0,9,14,16
91876,69,2,0,0,0,2,13,15
5824731,61,7,0,0,1,6,14,21
2974289,22,3,0,0,0,3,13,12
1467935,28,8,1,0,0,8,13,13
5867167,60,14,1,0,0,6,12,33
1171428,45,11,0,0,1,5,11,43
3817282,60,10,0,0,0,10,14,44
6640784,35,10,0,0,1,5,12,45
9153316,31,6,0,0,0,6,12,19
2045156,35,9,0,0,1,9,13,32
6641767,35,1,1,0,0,1,10,37
854406,68,13,0,0,0,7,12,44
1117930,79,15,0,0,0,9,12,8
8139107,35,17,1,0,1,12,10,41
659529,60,10,0,0,0,8,10,30
3081814,32,12,0,2,0,3,13,13
1117250,52,7,0,0,0,5,14,48
1503015,71,11,0,0,1,10,13,47
6748577,58,1,0,0,1,1,11,40
4069436,67,6,0,0,1,5,13,22
6932717,37,0,0,0,0,0,13,6
7268991,35,7,0,0,1,7,10,40
8454024,56,7,0,0,0,5,12,32
6911597,48,12,0,0,0,4,13,31
7728076,25,8,0,0,0,6,11,49
5403583,44,14,1,0,1,8,12,2
5421595,45,4,0,0,0,4,12,25
4152990,35,11,1,2,0,6,11,1
5456157,31,14,0,0,0,9,14,15
1853650,56,15,0,0,0,6,10,48
4399689,66,20,0,0,1,11,11,24
2875030,49,10,0,0,0,10,10,49
4655230,50,4,0,0,1,4,10,47
1514602,71,6,0,0,0,6,13,36
5372147,42,4,0,0,0,4,12,32
1680177,33,18,0,2,0,6,11,35
6189149,30,0,0,1,0,0,14,29
2829146,63,7,0,0,1,4,14,47
1066119,69,16,0,0,1,12,11,40
3805156,72,4,0,0,0,4,12,26
3890518,64,19,0,0,0,12,10,39
6220943,28,10,0,0,1,9,14,31
1085710,72,12,0,0,0,9,10,29
1812300,29,19,0,0,0,11,14,3
5992073,22,14,0,0,0,6,10,29
1367163,33,4,0,0,0,4,11,34
2760993,76,3,0,0,0,3,11,48
1056382,63,18,0,0,0,10,11,20
1005797,34,10,0,2,0,10,10,43
3702706,74,20,0,0,1,4,14,26
9791269,51,7,0,0,0,6,10,42
3148579,45,9,0,0,0,9,10,0
6204574,27,12,0,0,0,5,14,48
9474445,47,10,0,2,1,8,14,20
2340133,48,9,0,0,0,9,10,42
7319293,40,6,0,0,0,4,14,49
4114765,50,20,0,0,0,12,10,7
9834012,50,7,0,0,0,4,14,34
3802122,54,17,0,0,1,4,10,10
8486446,37,13,0,0,0,11,12,50
1677705,42,14,0,0,0,13,14,35
8739174,28,5,0,0,0,5,12,50
127445,55,12,0,0,0,12,11,39
6876943,22,16,0,0,0,6,11,50
2777062,23,18,0,0,0,6,12,26
2901323,56,2,1,0,1,2,10,18
6036428,34,7,0,0,1,6,10,1
1810951,47,10,0,2,0,8,10,20
4936411,69,8,1,0,1,3,13,22
3935358,54,15,0,1,1,5,10,39
3310900,62,3,0,0,1,3,11,34
4465809,25,6,0,0,0,4,12,38
6851175,23,14,0,0,1,8,14,32
3315193,64,16,0,0,0,6,12,6
1612818,79,10,0,0,0,10,11,33
972554,54,13,0,0,1,13,12,36
2065698,24,10,0,0,1,5,11,23
2158013,21,6,0,2,1,6,10,32
3071052,78,18,1,0,0,14,12,17
3117744,55,18,0,0,0,7,12,1
6360265,31,18,0,0,0,3,11,39
9524736,59,1,0,0,0,1,14,31
3023559,65,16,1,0,1,8,10,45
4657255,28,16,0,0,0,7,14,28
2974289,22,3,0,0,0,3,13,12
8801912,33,16,1,0,0,9,14,1
7556569,72,6,0,0,0,6,11,26
